id,name,source,blueprints
16a99583-68a3-4f0e-b03c-87d70f6172dc,BP_REWARDS_AdagioResourceGatheringShipSalvage,48blueprints,"[{""weight"":1,""name"":""Trawler Scraper Module""},{""weight"":1,""name"":""Abrade Scraper Module""},{""weight"":1,""name"":""Cinch Scraper Module""},{""weight"":1,""name"":""Cinch Scraper Module""},{""weight"":1,""name"":""Cinch Scraper Module""}]"
9b457916-07e2-49bd-b4c0-52ac963508c9,BP_REWARDS_ASD3Vgear,48blueprints,"[{""weight"":1,""name"":""DynaFlux""},{""weight"":1,""name"":""Bolide""},{""weight"":1,""name"":""Fulgur""}]"
ed1f79f8-28a6-4d86-9f47-ac7a8dda8564,BP_REWARDS_AssistShipInCombatA,48blueprints,"[{""weight"":1,""name"":""Deadbolt I Cannon""},{""weight"":1,""name"":""Deadbolt II Cannon""},{""weight"":1,""name"":""Deadbolt III Cannon""},{""weight"":1,""name"":""ForceWall""},{""weight"":1,""name"":""CoverAll""},{""weight"":1,""name"":""FullBlock""}]"
e7b17f94-74ef-4337-9aa9-11f25fbb4d2a,BP_REWARDS_AssistShipInCombatB,48blueprints,"[{""weight"":1,""name"":""Tailwind Flight Suit""},{""weight"":1,""name"":""Tailwind Flight Helmet Green Streak""},{""weight"":1,""name"":""Tailwind Flight Helmet Blackbolt""}]"
d16ca80c-eb03-41ad-8574-aa0dc0a5f6e3,BP_REWARDS_BombingRun,48blueprints,"[{""weight"":1,""name"":""Deadbolt IV Cannon""},{""weight"":1,""name"":""Deadbolt V Cannon""},{""weight"":1,""name"":""Deadbolt VI Cannon""},{""weight"":1,""name"":""Polar""},{""weight"":1,""name"":""Permafrost""},{""weight"":1,""name"":""Tempest""}]"
2190957e-a832-4a10-ad68-ec640de2c3d1,BP_REWARDS_BombingRunB,48blueprints,"[{""weight"":1,""name"":""Tailwind Flight Suit""},{""weight"":1,""name"":""Tailwind Flight Helmet Big Bite""},{""weight"":1,""name"":""Tailwind Flight Helmet Adrenaline""}]"
907989eb-9ee8-46a8-b794-032da6bd8a5d,BP_REWARDS_CovalexSuper,48blueprints,"[{""weight"":1,""name"":""VK-00""},{""weight"":1,""name"":""Siren""},{""weight"":1,""name"":""XL-1""},{""weight"":1,""name"":""Yeager""},{""weight"":1,""name"":""Balandin""},{""weight"":1,""name"":""TS-2""},{""weight"":1,""name"":""Palisade""},{""weight"":1,""name"":""Rampart""},{""weight"":1,""name"":""Parapet""}]"
7d0ecc93-a6e0-4096-acdc-dcc7969e6b96,BP_REWARDS_EckhartSecurityEscortShipsEasy,48blueprints,"[{""weight"":1,""name"":""Shimmer""},{""weight"":1,""name"":""Obscura""},{""weight"":1,""name"":""M3A Cannon""},{""weight"":1,""name"":""M4A Cannon""},{""weight"":1,""name"":""M5A Cannon""}]"
0624864b-bb2d-4dd3-87cb-3b9599285fbe,BP_REWARDS_EckhartSecurityEscortShipsHardPlus,48blueprints,"[{""weight"":1,""name"":""Havoc Scattergun""},{""weight"":1,""name"":""Hellion Scattergun""},{""weight"":1,""name"":""Predator Scattergun""},{""weight"":1,""name"":""Mirage""},{""weight"":1,""name"":""Umbra""},{""weight"":1,""name"":""Quarreler Cannon""}]"
65744944-bca2-4467-aa8e-9a948b13a6b0,BP_REWARDS_EckhartSecurityEscortShipsMed,48blueprints,"[{""weight"":1,""name"":""Veil""},{""weight"":1,""name"":""Sheut""},{""weight"":1,""name"":""Suckerpunch Cannon""},{""weight"":1,""name"":""Suckerpunch-L Cannon""},{""weight"":1,""name"":""Suckerpunch-XL Cannon""}]"
