contractId,debugName,title,blueprintPoolId,poolName,chance,trigger,blueprintSource,blueprintItems
80933e8d-c9bf-492b-b69f-c5abd24962e9,HH_Pyro_RegionB_M_CFPOutposts_EliminateAll,[LOCATION] has been greenlit,e9947de1-6160-4d62-a319-2f4693140c88,BP_MISSIONREWARD_HeadHunters_MercenaryFPS_EliminateALL_RegionAB,1,complete,blueprintmissionpools,"[{""weight"":1,""name"":""Atzkav Sniper Rifle""},{""weight"":1,""name"":""Atzkav \""Igniter\"" Sniper Rifle""},{""weight"":1,""name"":""Atzkav \""Mirage\"" Sniper Rifle""},{""weight"":1,""name"":""Calico Arms Tactical""},{""weight"":1,""name"":""Calico Core Tactical""},{""weight"":1,""name"":""Calico Legs Tactical""},{""weight"":1,""name"":""Calico Helmet Tactical""},{""weight"":1,""name"":""Atzkav Sniper Rifle Battery (8 cap)""}]"
2faacd74-10f4-4b31-8e24-cca9c78841b8,CFP_Pyro_RegionB_M_CFPXSOutposts_HH_EliminateAll,[LOCATION] needs assistance,633d4069-c160-43d2-892d-2d8222261c20,BP_MISSIONREWARD_CFP_Outpost_RegionAB,1,complete,blueprintmissionpools,"[{""weight"":1,""name"":""Karna Rifle""},{""weight"":1,""name"":""Artimex Arms""},{""weight"":1,""name"":""Artimex Core""},{""weight"":1,""name"":""Artimex Legs""},{""weight"":1,""name"":""Artimex Helmet""},{""weight"":1,""name"":""Karna Rifle Battery (35 cap)""}]"
3c33b776-e65f-46fc-930e-52e326df8ddc,CFP_Pyro_RegionA_H_CFPOutposts_MultiEliminateAllAndBoss,[LOCATION] needs help,a2da9707-9859-4da0-9f4b-90e5afe45833,BP_MISSIONREWARD_CFP_Outpost_RegionC,1,complete,blueprintmissionpools,"[{""weight"":1,""name"":""Karna Rifle""},{""weight"":1,""name"":""Artimex Core Canuto""},{""weight"":1,""name"":""Artimex Arms Canuto""},{""weight"":1,""name"":""Artimex Legs Canuto""},{""weight"":1,""name"":""Artimex Helmet Canuto""},{""weight"":1,""name"":""Karna Rifle Battery (35 cap)""}]"
7462c715-9517-451b-a32d-8e6b3ec0122d,HH_Pyro_RegionA_VLRT_Criminals_KillShip,[TARGET] needs stomping,0e810eae-7b66-45aa-a18f-ffc1aae15585,BP_REWARDS_HeadHuntersMercenaryShipRegionA,1,complete,48blueprints,"[{""weight"":1,""name"":""9-Series Longsword Cannon""},{""weight"":1,""name"":""10-Series Greatsword Cannon""},{""weight"":1,""name"":""11-Series Broadsword Cannon""},{""weight"":1,""name"":""Sledge I Mass Driver Cannon""},{""weight"":1,""name"":""Strife Mass Driver Cannon""},{""weight"":1,""name"":""Sledge II Mass Driver Cannon""},{""weight"":1,""name"":""Sledge III Mass Driver Cannon""}]"
088a00d5-8068-4061-8248-aff38b8b199c,HH_Pyro_RegionB_VLRT_Criminals_KillShip,[TARGET] needs stomping,4b340951-c7f6-49af-bcc7-9fadcecf6c8c,BP_REWARDS_HeadHuntersMercenaryShipRegionB,1,complete,48blueprints,"[{""weight"":1,""name"":""HeatSafe""},{""weight"":1,""name"":""Cryo-Star SL""},{""weight"":1,""name"":""Dominance-1 Scattergun""},{""weight"":1,""name"":""Dominance-2 Scattergun""},{""weight"":1,""name"":""Dominance-3 Scattergun""}]"
43a7a749-c185-4d71-a4d5-297f0b2072ea,HH_Pyro_RegionC_VLRT_Criminals_KillShip,[TARGET] needs stomping,de417e15-2936-497a-8f90-7a52eb2eb12a,BP_REWARDS_HeadHuntersMercenaryShipRegionC,1,complete,48blueprints,"[{""weight"":1,""name"":""VaporBlock""},{""weight"":1,""name"":""Cryo-Star SL""},{""weight"":1,""name"":""NN-13 Cannon""},{""weight"":1,""name"":""NN-14 Cannon""},{""weight"":1,""name"":""NN-15 Cannon""}]"
8d28f35c-ce26-4952-996b-b66afe6a74f2,HH_Pyro_RegionD_VLRT_Criminals_KillShip,[TARGET] needs stomping,14ac943a-df05-4bd8-9596-b268d7e7748b,BP_REWARDS_HeadHuntersMercenaryShipRegionD,1,complete,48blueprints,"[{""weight"":1,""name"":""SnowBlind""},{""weight"":1,""name"":""Cryo-Star SL""},{""weight"":1,""name"":""M6A Cannon""},{""weight"":1,""name"":""M7A Cannon""},{""weight"":1,""name"":""M8A Cannon""},{""weight"":1,""name"":""Singe Cannon (S1)""},{""weight"":1,""name"":""Singe Cannon (S2)""},{""weight"":1,""name"":""Singe Cannon (S3)""}]"
12e92b29-e5a8-4ba7-95a4-122d6c992684,HH_Pyro_RegionB_E_ChainElimAll_1Cluster_AttackCFP,A little retaliation,e9947de1-6160-4d62-a319-2f4693140c88,BP_MISSIONREWARD_HeadHunters_MercenaryFPS_EliminateALL_RegionAB,1,complete,blueprintmissionpools,"[{""weight"":1,""name"":""Atzkav Sniper Rifle""},{""weight"":1,""name"":""Atzkav \""Igniter\"" Sniper Rifle""},{""weight"":1,""name"":""Atzkav \""Mirage\"" Sniper Rifle""},{""weight"":1,""name"":""Calico Arms Tactical""},{""weight"":1,""name"":""Calico Core Tactical""},{""weight"":1,""name"":""Calico Legs Tactical""},{""weight"":1,""name"":""Calico Helmet Tactical""},{""weight"":1,""name"":""Atzkav Sniper Rifle Battery (8 cap)""}]"
5916ef35-13d3-4223-8fe3-c399a02290ce,HH_Pyro_RegionA_E_DerelictOutpostsCaves_EliminateAll,A Swift Reprisal,e9947de1-6160-4d62-a319-2f4693140c88,BP_MISSIONREWARD_HeadHunters_MercenaryFPS_EliminateALL_RegionAB,1,complete,blueprintmissionpools,"[{""weight"":1,""name"":""Atzkav Sniper Rifle""},{""weight"":1,""name"":""Atzkav \""Igniter\"" Sniper Rifle""},{""weight"":1,""name"":""Atzkav \""Mirage\"" Sniper Rifle""},{""weight"":1,""name"":""Calico Arms Tactical""},{""weight"":1,""name"":""Calico Core Tactical""},{""weight"":1,""name"":""Calico Legs Tactical""},{""weight"":1,""name"":""Calico Helmet Tactical""},{""weight"":1,""name"":""Atzkav Sniper Rifle Battery (8 cap)""}]"
4d1cc670-7249-4edc-ab59-75a26aaa78d0,Vaughn_Rockcracker_Maintenance_EliminateSpecific,A Well Deserved Break,e52bf354-8918-474d-987e-55c01bfecdd3,BP_MISSIONREWARD_RDC_Generic,1,complete,blueprintmissionpools,"[{""weight"":1,""name"":""R97 Shotgun""},{""weight"":1,""name"":""Monde Arms""},{""weight"":1,""name"":""Monde Core""},{""weight"":1,""name"":""Monde Legs""},{""weight"":1,""name"":""Monde Helmet""},{""weight"":1,""name"":""Monde Arms Hiro""},{""weight"":1,""name"":""Monde Core Hiro""},{""weight"":1,""name"":""Monde Legs Hiro""},{""weight"":1,""name"":""Monde Helmet Hiro""},{""weight"":1,""name"":""R97 Shotgun Magazine (18 cap)""}]"
