id,debugName,category,missionType,missionTypeKey,title,titleKey,description,descriptionKey,descriptionLocKey,rewardUEC,timeToComplete,canBeShared,illegal,factionGuid,locations,destinations,prerequisites,tokenSubstitutions,minStanding,maxStanding,blueprintRewards,isBlueprintReward,isBlueprintChainPrerequisite,blueprintChainDepth,personalCooldownTime,rewardRepCalculated,factionRewards,factionRewardsRaw,shipEncounters,haulingOrders,itemRewards,completionTags,pyroRegion,buyIn,onceOnly,maxPlayersPerInstance,availableInPrison,canReacceptAfterAbandoning,canReacceptAfterFailing,hasPersonalCooldown,abandonedCooldownTime,hideInMobiGlas,systems,factionRewards_fail,requiredScenarios,isIntro,requiredIntros,linkedIntros,pickupCount,deliveryCount,propertyValues
a6d62a67-ba06-4bb1-a3bb-99a4ebc9e3ec,HaulCargo_AToB_Stanton1_ReHire,,Hauling,,Covalex Cargo Hauling Re-evaluation,@Covalex_HaulCargo_AToB_Rehire_title,"Hey,\n\nHave a bit of good news for you. Covalex recently finished an evaluation of our contractor pool, and decided to reconsider your status as a cargo hauler. To requalify, all you need is to successfully complete the following delivery.\n\nPick up <EM4>Tungsten</EM4> from a freight elevator at <EM4>[LOCATION]</EM4> and deliver it to a freight elevator at <EM4>[DESTINATION]</EM4>. In order to complete this haul in a fast and efficient manner, you'll need a ship that can haul <EM4>1 SCU cargo containers</EM4>.\n\nHopefully everything goes smoothly so we can welcome you back to the team.\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@Covalex_HaulCargo_AToB_Rehire_desc,Covalex_HaulCargo_AToB_Rehire_desc,50250,,,,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""35c3ed47bd36""]","[""7c7107f9f580"",""32e3bb3ae27a"",""59ce884e5a53"",""bbd717ea0069""]","{""location"":[{""guid"":""551af60b-7727-4936-acc7-763d25d7a1de"",""name"":""Hurston"",""navIcon"":""Planet"",""star"":{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Planetary"",""CargoGradeToken"":""@HaulCargo_CargoGrade_ExtraSmall"",""ReputationRank"":""@RepStanding_TransportGuild_Rank0"",""MissionMaxSCUSize"":""@FreightElevator_1SCU"",""Item"":""@items_commodities_tungsten""}","{""guid"":""f0d4d7dc-1081-42ef-901c-e29b4a2ce33f"",""name"":""Trainee"",""minReputation"":0,""nameKey"":""RepStanding_TransportGuild_Rank0"",""includeWhenSharing"":true}",,,false,false,,5,,,,,"[{""resource"":""77b7c49f0863"",""minSCU"":6,""maxSCU"":6,""maxContainerSize"":1}]",,,,,,1,,1,1,,,,"[""Stanton""]",,,,,,1,1,
2041cd72-0d11-414c-914b-4e6664e1bb48,HaulCargo_AToB_Stanton2_ReHire,,Hauling,,Covalex Cargo Hauling Re-evaluation,@Covalex_HaulCargo_AToB_Rehire_title,"Hey,\n\nHave a bit of good news for you. Covalex recently finished an evaluation of our contractor pool, and decided to reconsider your status as a cargo hauler. To requalify, all you need is to successfully complete the following delivery.\n\nPick up <EM4>Titanium</EM4> from a freight elevator at <EM4>[LOCATION]</EM4> and deliver it to a freight elevator at <EM4>[DESTINATION]</EM4>. In order to complete this haul in a fast and efficient manner, you'll need a ship that can haul <EM4>1 SCU cargo containers</EM4>.\n\nHopefully everything goes smoothly so we can welcome you back to the team.\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@Covalex_HaulCargo_AToB_Rehire_desc,Covalex_HaulCargo_AToB_Rehire_desc,50250,,,,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""11a4696ac43c""]","[""d56b03ec64ca""]","{""location"":[{""guid"":""c15033ab-2eb3-4d6d-b882-0cb336e67ed8"",""name"":""Crusader"",""navIcon"":""Planet"",""star"":{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Planetary"",""CargoGradeToken"":""@HaulCargo_CargoGrade_ExtraSmall"",""ReputationRank"":""@RepStanding_TransportGuild_Rank0"",""MissionMaxSCUSize"":""@FreightElevator_1SCU"",""Item"":""@items_commodities_titanium""}","{""guid"":""f0d4d7dc-1081-42ef-901c-e29b4a2ce33f"",""name"":""Trainee"",""minReputation"":0,""nameKey"":""RepStanding_TransportGuild_Rank0"",""includeWhenSharing"":true}",,,false,false,,5,,,,,"[{""resource"":""6c1aad782b33"",""minSCU"":6,""maxSCU"":6,""maxContainerSize"":1}]",,,,,,1,,1,1,,,,"[""Stanton""]",,,,,,1,1,
a15156b5-b386-49de-8d23-5ab3820452d0,HaulCargo_AToB_Stanton3_ReHire,,Hauling,,Covalex Cargo Hauling Re-evaluation,@Covalex_HaulCargo_AToB_Rehire_title,"Hey,\n\nHave a bit of good news for you. Covalex recently finished an evaluation of our contractor pool, and decided to reconsider your status as a cargo hauler. To requalify, all you need is to successfully complete the following delivery.\n\nPick up <EM4>Corundum</EM4> from a freight elevator at <EM4>[LOCATION]</EM4> and deliver it to a freight elevator at <EM4>[DESTINATION]</EM4>. In order to complete this haul in a fast and efficient manner, you'll need a ship that can haul <EM4>1 SCU cargo containers</EM4>.\n\nHopefully everything goes smoothly so we can welcome you back to the team.\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@Covalex_HaulCargo_AToB_Rehire_desc,Covalex_HaulCargo_AToB_Rehire_desc,50250,,,,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""e2c9d59de95f""]","[""10b299e2ccf9""]","{""location"":[{""guid"":""35a9f8f5-8f80-4796-83db-7d7362baeb9a"",""name"":""ArcCorp"",""navIcon"":""Planet"",""star"":{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Planetary"",""CargoGradeToken"":""@HaulCargo_CargoGrade_ExtraSmall"",""ReputationRank"":""@RepStanding_TransportGuild_Rank0"",""MissionMaxSCUSize"":""@FreightElevator_1SCU"",""Item"":""@items_commodities_corundum""}","{""guid"":""f0d4d7dc-1081-42ef-901c-e29b4a2ce33f"",""name"":""Trainee"",""minReputation"":0,""nameKey"":""RepStanding_TransportGuild_Rank0"",""includeWhenSharing"":true}",,,false,false,,5,,,,,"[{""resource"":""d3f586abbe5d"",""minSCU"":6,""maxSCU"":6,""maxContainerSize"":1}]",,,,,,1,,1,1,,,,"[""Stanton""]",,,,,,1,1,
0f672755-e714-4309-bfff-75ae9379ea09,HaulCargo_AToB_Stanton4_ReHire,,Hauling,,Covalex Cargo Hauling Re-evaluation,@Covalex_HaulCargo_AToB_Rehire_title,"Hey,\n\nHave a bit of good news for you. Covalex recently finished an evaluation of our contractor pool, and decided to reconsider your status as a cargo hauler. To requalify, all you need is to successfully complete the following delivery.\n\nPick up <EM4>Quartz</EM4> from a freight elevator at <EM4>[LOCATION]</EM4> and deliver it to a freight elevator at <EM4>[DESTINATION]</EM4>. In order to complete this haul in a fast and efficient manner, you'll need a ship that can haul <EM4>1 SCU cargo containers</EM4>.\n\nHopefully everything goes smoothly so we can welcome you back to the team.\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@Covalex_HaulCargo_AToB_Rehire_desc,Covalex_HaulCargo_AToB_Rehire_desc,50250,,,,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""15a181728888""]","[""0fcc1d84a327"",""0c19e0494d99"",""8ed6f459e7a4""]","{""location"":[{""guid"":""5a529db7-1a4e-45b0-bdcb-a5a0c7a7fc57"",""name"":""microTech"",""navIcon"":""Planet"",""star"":{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Planetary"",""CargoGradeToken"":""@HaulCargo_CargoGrade_ExtraSmall"",""ReputationRank"":""@RepStanding_TransportGuild_Rank0"",""MissionMaxSCUSize"":""@FreightElevator_1SCU"",""Item"":""@items_commodities_quartz""}","{""guid"":""f0d4d7dc-1081-42ef-901c-e29b4a2ce33f"",""name"":""Trainee"",""minReputation"":0,""nameKey"":""RepStanding_TransportGuild_Rank0"",""includeWhenSharing"":true}",,,false,false,,5,,,,,"[{""resource"":""8f116d732e1e"",""minSCU"":6,""maxSCU"":6,""maxContainerSize"":1}]",,,,,,1,,1,1,,,,"[""Stanton""]",,,,,,1,1,
ff038693-21d9-4ca9-898b-af689ab3fd97,HaulCargo_AToB_Gas_Hydrogen_Stanton_BulkGrade,,Hauling - Stellar,,Experienced Rank - Direct Large Cargo Haul,@Covalex_HaulCargo_AToB_title,"Hello,\n\nNeed a contractor for a simple cargo haul going from a freight elevator at <EM4>[LOCATION]</EM4> to a freight elevator at <EM4>[DESTINATION]</EM4>. At most the containers will be <EM4>32 SCU</EM4> in size. \n\nAlso, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along. \n\nAny chance you’re available to take care of it for us?\n\n[SIGN_OFF]\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@HaulCargo_AtoB_desc,Covalex_HaulCargo_AToB_desc_01,247750,,1,,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""32d25a8fa1b9""]","[""db17a1be6e86"",""d819ce4e66cf"",""e63d2da1ad36"",""8126806f382a"",""2ed683252564"",""de212bfbf4b5""]","{""location"":[{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Solar"",""CargoGradeToken"":""@HaulCargo_CargoGrade_Bulk"",""ReputationRank"":""@RepStanding_TransportGuild_Rank4"",""MissionMaxSCUSize"":""@FreightElevator_32SCU""}","{""guid"":""197422cb-cf00-4bbf-910b-67323b48a939"",""name"":""Experienced"",""minReputation"":27750,""nameKey"":""RepStanding_TransportGuild_Rank4"",""includeWhenSharing"":true}",,,false,false,,20,,,,,"[{""resource"":""e4ce2ac56db8"",""minSCU"":1024,""maxSCU"":2816,""maxContainerSize"":32}]",,,,,,1,,,1,,,,,,,,,,1,1,
7874f47b-a04f-488a-b140-663763018dde,HaulCargo_AToB_Processed_ProcessedFood_Stanton_BulkGrade,,Hauling - Stellar,,Experienced Rank - Direct Large Cargo Haul,@Covalex_HaulCargo_AToB_title,"Hello,\n\nNeed a contractor for a simple cargo haul going from a freight elevator at <EM4>[LOCATION]</EM4> to a freight elevator at <EM4>[DESTINATION]</EM4>. At most the containers will be <EM4>32 SCU</EM4> in size. \n\nAlso, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along. \n\nAny chance you’re available to take care of it for us?\n\n[SIGN_OFF]\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@HaulCargo_AtoB_desc,Covalex_HaulCargo_AToB_desc_01,245500,,1,,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""32d25a8fa1b9""]","[""e242eae00bfc"",""cdbe5c5a9cc4"",""aef2b32d2479"",""c38446d75efc"",""ef0e5e890240"",""dba6f40b52a0"",""7c7107f9f580"",""10b299e2ccf9"",""84355f2b6158"",""7e6f1702d348"",""99f42c1cf91f"",""4ea94651f661"",""4c989742e9ab"",""a135f4e98ad2"",""5992d6926718"",""34b3eeecd6d2"",""44282c75228d"",""018d85504640"",""e95b4a8986f3"",""581b65066988"",""045624ecf3ed"",""cc76fc07b471"",""db17a1be6e86"",""b59e5f3521ad"",""d9dc3fbda8f0"",""7a1dafeca23f"",""0fcc1d84a327"",""667f49ab8f80"",""6e9a35b86327"",""0e706a121005"",""79cc2b9ecbae"",""d819ce4e66cf"",""e63d2da1ad36"",""6d540401a482"",""3644c6b823f3"",""32e3bb3ae27a"",""3cab6cb3c9c7"",""018f9a8014f4"",""d56b03ec64ca"",""b3580d2b56f8"",""1103fb160dd6"",""360e510ac13b"",""c541444e38cb"",""8126806f382a"",""fdefa8299d0b"",""ed41cf58772b"",""f6d49b8ef987"",""269b504a4b6b"",""e1f1c2a722d5"",""baff0c674b66"",""cc7b55cdb1bf"",""0c19e0494d99"",""afc85b274a27"",""a665ee0ac6de"",""59ce884e5a53"",""b078bb43496c"",""8ed6f459e7a4"",""51c7fcbf4b91"",""f80fc0a34790"",""cd6ab6ce61a7"",""b99d01bd4712"",""c7bb4a68ec1c"",""abb192889356"",""4a0bccec3491"",""f14fda6625d9"",""2ed683252564"",""02c36d96275b"",""1ad31cfb44e5"",""2e8a69953ce4"",""b6b85246fc3f"",""de212bfbf4b5"",""4411e7a6a465"",""49b9a33a59f3"",""889e7b4f710f"",""ac581b7b935a"",""bbd717ea0069"",""757b267eceb1"",""b48a0175f686""]","{""location"":[{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Solar"",""CargoGradeToken"":""@HaulCargo_CargoGrade_Bulk"",""ReputationRank"":""@RepStanding_TransportGuild_Rank4"",""MissionMaxSCUSize"":""@FreightElevator_32SCU""}","{""guid"":""197422cb-cf00-4bbf-910b-67323b48a939"",""name"":""Experienced"",""minReputation"":27750,""nameKey"":""RepStanding_TransportGuild_Rank4"",""includeWhenSharing"":true}",,,false,false,,20,,,,,"[{""resource"":""b791e5d84f22"",""minSCU"":1024,""maxSCU"":2816,""maxContainerSize"":32}]",,,,,,1,,,1,,,,"[""Stanton""]",,,,,,1,1,
0c40417a-048e-430d-a214-92ae69cb739a,HaulCargo_AToB_Processed_ProcessedFood_Stanton_BulkGrade1,,Hauling - Stellar,,Experienced Rank - Direct Large Cargo Haul,@Covalex_HaulCargo_AToB_title,"Hello,\n\nNeed a contractor for a simple cargo haul going from a freight elevator at <EM4>[LOCATION]</EM4> to a freight elevator at <EM4>[DESTINATION]</EM4>. At most the containers will be <EM4>32 SCU</EM4> in size. \n\nAlso, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along. \n\nAny chance you’re available to take care of it for us?\n\n[SIGN_OFF]\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@HaulCargo_AtoB_desc,Covalex_HaulCargo_AToB_desc_01,248250,,1,,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""32d25a8fa1b9""]","[""e242eae00bfc"",""cdbe5c5a9cc4"",""aef2b32d2479"",""c38446d75efc"",""ef0e5e890240"",""dba6f40b52a0"",""7c7107f9f580"",""10b299e2ccf9"",""84355f2b6158"",""7e6f1702d348"",""99f42c1cf91f"",""4ea94651f661"",""4c989742e9ab"",""a135f4e98ad2"",""5992d6926718"",""34b3eeecd6d2"",""44282c75228d"",""018d85504640"",""e95b4a8986f3"",""581b65066988"",""045624ecf3ed"",""cc76fc07b471"",""db17a1be6e86"",""b59e5f3521ad"",""d9dc3fbda8f0"",""7a1dafeca23f"",""0fcc1d84a327"",""667f49ab8f80"",""6e9a35b86327"",""0e706a121005"",""79cc2b9ecbae"",""d819ce4e66cf"",""e63d2da1ad36"",""6d540401a482"",""3644c6b823f3"",""32e3bb3ae27a"",""3cab6cb3c9c7"",""018f9a8014f4"",""d56b03ec64ca"",""b3580d2b56f8"",""1103fb160dd6"",""360e510ac13b"",""c541444e38cb"",""8126806f382a"",""fdefa8299d0b"",""ed41cf58772b"",""f6d49b8ef987"",""269b504a4b6b"",""e1f1c2a722d5"",""baff0c674b66"",""cc7b55cdb1bf"",""0c19e0494d99"",""afc85b274a27"",""a665ee0ac6de"",""59ce884e5a53"",""b078bb43496c"",""8ed6f459e7a4"",""51c7fcbf4b91"",""f80fc0a34790"",""cd6ab6ce61a7"",""b99d01bd4712"",""c7bb4a68ec1c"",""abb192889356"",""4a0bccec3491"",""f14fda6625d9"",""2ed683252564"",""02c36d96275b"",""1ad31cfb44e5"",""2e8a69953ce4"",""b6b85246fc3f"",""de212bfbf4b5"",""4411e7a6a465"",""49b9a33a59f3"",""889e7b4f710f"",""ac581b7b935a"",""bbd717ea0069"",""757b267eceb1"",""b48a0175f686""]","{""location"":[{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Solar"",""CargoGradeToken"":""@HaulCargo_CargoGrade_Bulk"",""ReputationRank"":""@RepStanding_TransportGuild_Rank4"",""MissionMaxSCUSize"":""@FreightElevator_32SCU""}","{""guid"":""197422cb-cf00-4bbf-910b-67323b48a939"",""name"":""Experienced"",""minReputation"":27750,""nameKey"":""RepStanding_TransportGuild_Rank4"",""includeWhenSharing"":true}",,,false,false,,20,,,,,"[{""resource"":""b791e5d84f22"",""minSCU"":1024,""maxSCU"":2816,""maxContainerSize"":32}]",,,,,,1,,,1,,,,"[""Stanton""]",,,,,,1,1,
28a70fe0-c544-4d98-a8b4-ef5600dee4c3,HaulCargo_AToB_Processed_ProcessedFood_Stanton3_BulkGrade,,Hauling - Planetary,,Experienced Rank - Direct Large Cargo Haul,@Covalex_HaulCargo_AToB_title,"Hello,\n\nNeed a contractor for a simple cargo haul going from a freight elevator at <EM4>[LOCATION]</EM4> to a freight elevator at <EM4>[DESTINATION]</EM4>. At most the containers will be <EM4>32 SCU</EM4> in size. \n\nAlso, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along. \n\nAny chance you’re available to take care of it for us?\n\n[SIGN_OFF]\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@HaulCargo_AtoB_desc,Covalex_HaulCargo_AToB_desc_01,140250,,1,,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""506133aa9ece"",""87890be8c56e"",""0eddaa01ba28""]","[""e242eae00bfc"",""cdbe5c5a9cc4"",""aef2b32d2479"",""c38446d75efc"",""ef0e5e890240"",""dba6f40b52a0"",""7c7107f9f580"",""10b299e2ccf9"",""84355f2b6158"",""7e6f1702d348"",""99f42c1cf91f"",""4ea94651f661"",""4c989742e9ab"",""a135f4e98ad2"",""5992d6926718"",""34b3eeecd6d2"",""44282c75228d"",""018d85504640"",""e95b4a8986f3"",""581b65066988"",""045624ecf3ed"",""cc76fc07b471"",""db17a1be6e86"",""b59e5f3521ad"",""d9dc3fbda8f0"",""7a1dafeca23f"",""0fcc1d84a327"",""667f49ab8f80"",""6e9a35b86327"",""0e706a121005"",""79cc2b9ecbae"",""d819ce4e66cf"",""e63d2da1ad36"",""6d540401a482"",""3644c6b823f3"",""32e3bb3ae27a"",""3cab6cb3c9c7"",""018f9a8014f4"",""d56b03ec64ca"",""b3580d2b56f8"",""1103fb160dd6"",""360e510ac13b"",""c541444e38cb"",""8126806f382a"",""fdefa8299d0b"",""ed41cf58772b"",""f6d49b8ef987"",""269b504a4b6b"",""e1f1c2a722d5"",""baff0c674b66"",""cc7b55cdb1bf"",""0c19e0494d99"",""afc85b274a27"",""a665ee0ac6de"",""59ce884e5a53"",""b078bb43496c"",""8ed6f459e7a4"",""51c7fcbf4b91"",""f80fc0a34790"",""cd6ab6ce61a7"",""b99d01bd4712"",""c7bb4a68ec1c"",""abb192889356"",""4a0bccec3491"",""f14fda6625d9"",""2ed683252564"",""02c36d96275b"",""1ad31cfb44e5"",""2e8a69953ce4"",""b6b85246fc3f"",""de212bfbf4b5"",""4411e7a6a465"",""49b9a33a59f3"",""889e7b4f710f"",""ac581b7b935a"",""bbd717ea0069"",""757b267eceb1"",""b48a0175f686""]","{""location"":[{""guid"":""35a9f8f5-8f80-4796-83db-7d7362baeb9a"",""name"":""ArcCorp"",""navIcon"":""Planet"",""star"":{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Planetary"",""CargoGradeToken"":""@HaulCargo_CargoGrade_Bulk"",""ReputationRank"":""@RepStanding_TransportGuild_Rank4"",""MissionMaxSCUSize"":""@FreightElevator_32SCU""}","{""guid"":""197422cb-cf00-4bbf-910b-67323b48a939"",""name"":""Experienced"",""minReputation"":27750,""nameKey"":""RepStanding_TransportGuild_Rank4"",""includeWhenSharing"":true}",,,false,false,,20,,,,,"[{""resource"":""b791e5d84f22"",""minSCU"":600,""maxSCU"":640,""maxContainerSize"":32}]",,,,,,1,,,1,,,,"[""Stanton""]",,,,,,1,1,
3528e202-cd7d-46ef-b316-b70f2f48c196,HaulCargo_AToB_Waste_Waste_Stanton_BulkGrade,,Hauling - Stellar,,Experienced Rank - Direct Large Cargo Haul,@Covalex_HaulCargo_AToB_title,"Hello,\n\nNeed a contractor for a simple cargo haul going from a freight elevator at <EM4>[LOCATION]</EM4> to a freight elevator at <EM4>[DESTINATION]</EM4>. At most the containers will be <EM4>32 SCU</EM4> in size. \n\nAlso, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along. \n\nAny chance you’re available to take care of it for us?\n\n[SIGN_OFF]\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@HaulCargo_AtoB_desc,Covalex_HaulCargo_AToB_desc_01,127250,,1,,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""32d25a8fa1b9""]","[""ffd2d63ccf28"",""7c7107f9f580"",""7e6f1702d348"",""cc76fc07b471"",""db17a1be6e86"",""d819ce4e66cf"",""e63d2da1ad36"",""32e3bb3ae27a"",""2ed683252564"",""de212bfbf4b5"",""bbd717ea0069""]","{""location"":[{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Solar"",""CargoGradeToken"":""@HaulCargo_CargoGrade_Bulk"",""ReputationRank"":""@RepStanding_TransportGuild_Rank4"",""MissionMaxSCUSize"":""@FreightElevator_32SCU""}","{""guid"":""197422cb-cf00-4bbf-910b-67323b48a939"",""name"":""Experienced"",""minReputation"":27750,""nameKey"":""RepStanding_TransportGuild_Rank4"",""includeWhenSharing"":true}",,,false,false,,20,,,,,"[{""resource"":""977fe39d1cc1"",""minSCU"":400,""maxSCU"":640,""maxContainerSize"":32}]",,,,,,1,,,1,,,,,,,,,,1,1,
1da661b8-da61-4d94-a141-91b137155686,HaulCargo_AToB_Waste_Waste_Stanton1_BulkGrade,,Hauling - Planetary,,Experienced Rank - Direct Large Cargo Haul,@Covalex_HaulCargo_AToB_title,"Hello,\n\nNeed a contractor for a simple cargo haul going from a freight elevator at <EM4>[LOCATION]</EM4> to a freight elevator at <EM4>[DESTINATION]</EM4>. At most the containers will be <EM4>32 SCU</EM4> in size. \n\nAlso, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along. \n\nAny chance you’re available to take care of it for us?\n\n[SIGN_OFF]\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@HaulCargo_AtoB_desc,Covalex_HaulCargo_AToB_desc_01,165750,,1,,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""35c3ed47bd36""]","[""32e3bb3ae27a""]","{""location"":[{""guid"":""551af60b-7727-4936-acc7-763d25d7a1de"",""name"":""Hurston"",""navIcon"":""Planet"",""star"":{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Planetary"",""CargoGradeToken"":""@HaulCargo_CargoGrade_Bulk"",""ReputationRank"":""@RepStanding_TransportGuild_Rank4"",""MissionMaxSCUSize"":""@FreightElevator_32SCU""}","{""guid"":""197422cb-cf00-4bbf-910b-67323b48a939"",""name"":""Experienced"",""minReputation"":27750,""nameKey"":""RepStanding_TransportGuild_Rank4"",""includeWhenSharing"":true}",,,false,false,,20,,,,,"[{""resource"":""977fe39d1cc1"",""minSCU"":400,""maxSCU"":640,""maxContainerSize"":32}]",,,,,,1,,,1,,,,"[""Stanton""]",,,,,,1,1,
