id,debugName,category,missionType,missionTypeKey,title,titleKey,description,descriptionKey,descriptionLocKey,rewardUEC,timeToComplete,canBeShared,illegal,factionGuid,locations,destinations,prerequisites,tokenSubstitutions,minStanding,maxStanding,blueprintRewards,isBlueprintReward,isBlueprintChainPrerequisite,blueprintChainDepth
a6d62a67-ba06-4bb1-a3bb-99a4ebc9e3ec,HaulCargo_AToB_Stanton1_ReHire,,Hauling,,Covalex Cargo Hauling Re-evaluation,@Covalex_HaulCargo_AToB_Rehire_title,"Hey,\n\nHave a bit of good news for you. Covalex recently finished an evaluation of our contractor pool, and decided to reconsider your status as a cargo hauler. To requalify, all you need is to successfully complete the following delivery.\n\nPick up <EM4>Tungsten</EM4> from a freight elevator at <EM4>[LOCATION]</EM4> and deliver it to a freight elevator at <EM4>[DESTINATION]</EM4>. In order to complete this haul in a fast and efficient manner, you'll need a ship that can haul <EM4>1 SCU cargo containers</EM4>.\n\nHopefully everything goes smoothly so we can welcome you back to the team.\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@Covalex_HaulCargo_AToB_Rehire_desc,Covalex_HaulCargo_AToB_Rehire_desc,50250,,false,false,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""35c3ed47bd36""]",,"{""location"":[{""guid"":""551af60b-7727-4936-acc7-763d25d7a1de"",""name"":""Hurston"",""navIcon"":""Planet"",""star"":{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Planetary"",""CargoGradeToken"":""@HaulCargo_CargoGrade_ExtraSmall"",""ReputationRank"":""@RepStanding_TransportGuild_Rank0"",""MissionMaxSCUSize"":""@FreightElevator_1SCU"",""Item"":""@items_commodities_tungsten""}","{""guid"":""f0d4d7dc-1081-42ef-901c-e29b4a2ce33f"",""name"":""Trainee"",""minReputation"":0,""nameKey"":""RepStanding_TransportGuild_Rank0""}",,,false,false,
2041cd72-0d11-414c-914b-4e6664e1bb48,HaulCargo_AToB_Stanton2_ReHire,,Hauling,,Covalex Cargo Hauling Re-evaluation,@Covalex_HaulCargo_AToB_Rehire_title,"Hey,\n\nHave a bit of good news for you. Covalex recently finished an evaluation of our contractor pool, and decided to reconsider your status as a cargo hauler. To requalify, all you need is to successfully complete the following delivery.\n\nPick up <EM4>Titanium</EM4> from a freight elevator at <EM4>[LOCATION]</EM4> and deliver it to a freight elevator at <EM4>[DESTINATION]</EM4>. In order to complete this haul in a fast and efficient manner, you'll need a ship that can haul <EM4>1 SCU cargo containers</EM4>.\n\nHopefully everything goes smoothly so we can welcome you back to the team.\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@Covalex_HaulCargo_AToB_Rehire_desc,Covalex_HaulCargo_AToB_Rehire_desc,50250,,false,false,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""11a4696ac43c""]",,"{""location"":[{""guid"":""c15033ab-2eb3-4d6d-b882-0cb336e67ed8"",""name"":""Crusader"",""navIcon"":""Planet"",""star"":{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Planetary"",""CargoGradeToken"":""@HaulCargo_CargoGrade_ExtraSmall"",""ReputationRank"":""@RepStanding_TransportGuild_Rank0"",""MissionMaxSCUSize"":""@FreightElevator_1SCU"",""Item"":""@items_commodities_titanium""}","{""guid"":""f0d4d7dc-1081-42ef-901c-e29b4a2ce33f"",""name"":""Trainee"",""minReputation"":0,""nameKey"":""RepStanding_TransportGuild_Rank0""}",,,false,false,
a15156b5-b386-49de-8d23-5ab3820452d0,HaulCargo_AToB_Stanton3_ReHire,,Hauling,,Covalex Cargo Hauling Re-evaluation,@Covalex_HaulCargo_AToB_Rehire_title,"Hey,\n\nHave a bit of good news for you. Covalex recently finished an evaluation of our contractor pool, and decided to reconsider your status as a cargo hauler. To requalify, all you need is to successfully complete the following delivery.\n\nPick up <EM4>Corundum</EM4> from a freight elevator at <EM4>[LOCATION]</EM4> and deliver it to a freight elevator at <EM4>[DESTINATION]</EM4>. In order to complete this haul in a fast and efficient manner, you'll need a ship that can haul <EM4>1 SCU cargo containers</EM4>.\n\nHopefully everything goes smoothly so we can welcome you back to the team.\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@Covalex_HaulCargo_AToB_Rehire_desc,Covalex_HaulCargo_AToB_Rehire_desc,50250,,false,false,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""e2c9d59de95f""]",,"{""location"":[{""guid"":""35a9f8f5-8f80-4796-83db-7d7362baeb9a"",""name"":""ArcCorp"",""navIcon"":""Planet"",""star"":{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Planetary"",""CargoGradeToken"":""@HaulCargo_CargoGrade_ExtraSmall"",""ReputationRank"":""@RepStanding_TransportGuild_Rank0"",""MissionMaxSCUSize"":""@FreightElevator_1SCU"",""Item"":""@items_commodities_corundum""}","{""guid"":""f0d4d7dc-1081-42ef-901c-e29b4a2ce33f"",""name"":""Trainee"",""minReputation"":0,""nameKey"":""RepStanding_TransportGuild_Rank0""}",,,false,false,
0f672755-e714-4309-bfff-75ae9379ea09,HaulCargo_AToB_Stanton4_ReHire,,Hauling,,Covalex Cargo Hauling Re-evaluation,@Covalex_HaulCargo_AToB_Rehire_title,"Hey,\n\nHave a bit of good news for you. Covalex recently finished an evaluation of our contractor pool, and decided to reconsider your status as a cargo hauler. To requalify, all you need is to successfully complete the following delivery.\n\nPick up <EM4>Quartz</EM4> from a freight elevator at <EM4>[LOCATION]</EM4> and deliver it to a freight elevator at <EM4>[DESTINATION]</EM4>. In order to complete this haul in a fast and efficient manner, you'll need a ship that can haul <EM4>1 SCU cargo containers</EM4>.\n\nHopefully everything goes smoothly so we can welcome you back to the team.\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@Covalex_HaulCargo_AToB_Rehire_desc,Covalex_HaulCargo_AToB_Rehire_desc,50250,,false,false,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""15a181728888""]",,"{""location"":[{""guid"":""5a529db7-1a4e-45b0-bdcb-a5a0c7a7fc57"",""name"":""microTech"",""navIcon"":""Planet"",""star"":{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Planetary"",""CargoGradeToken"":""@HaulCargo_CargoGrade_ExtraSmall"",""ReputationRank"":""@RepStanding_TransportGuild_Rank0"",""MissionMaxSCUSize"":""@FreightElevator_1SCU"",""Item"":""@items_commodities_quartz""}","{""guid"":""f0d4d7dc-1081-42ef-901c-e29b4a2ce33f"",""name"":""Trainee"",""minReputation"":0,""nameKey"":""RepStanding_TransportGuild_Rank0""}",,,false,false,
ff038693-21d9-4ca9-898b-af689ab3fd97,HaulCargo_AToB_Gas_Hydrogen_Stanton_BulkGrade,,Hauling - Stellar,,Experienced Rank - Direct Large Cargo Haul,@Covalex_HaulCargo_AToB_title,"Hello,\n\nNeed a contractor for a simple cargo haul going from a freight elevator at <EM4>[LOCATION]</EM4> to a freight elevator at <EM4>[DESTINATION]</EM4>. At most the containers will be <EM4>32 SCU</EM4> in size. \n\nAlso, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along. \n\nAny chance you’re available to take care of it for us?\n\n[SIGN_OFF]\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@HaulCargo_AtoB_desc,Covalex_HaulCargo_AToB_desc_01,247750,,true,false,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""32d25a8fa1b9""]",,"{""location"":[{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Solar"",""CargoGradeToken"":""@HaulCargo_CargoGrade_Bulk"",""ReputationRank"":""@RepStanding_TransportGuild_Rank4"",""MissionMaxSCUSize"":""@FreightElevator_32SCU""}","{""guid"":""197422cb-cf00-4bbf-910b-67323b48a939"",""name"":""Experienced"",""minReputation"":27750,""nameKey"":""RepStanding_TransportGuild_Rank4""}",,,false,false,
faa8d7c1-c076-4dd8-8fa2-a005efe1896c,HaulCargo_AToB_Gas_Hydrogen_Interstellar_BulkGrade1,,Hauling - Interstellar,,Experienced Rank - Direct Large Cargo Haul,@Covalex_HaulCargo_AToB_title,"Hello,\n\nNeed a contractor for a simple cargo haul going from a freight elevator at <EM4>[LOCATION]</EM4> to a freight elevator at <EM4>[DESTINATION]</EM4>. At most the containers will be <EM4>32 SCU</EM4> in size. \n\nAlso, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along. \n\nAny chance you’re available to take care of it for us?\n\n[SIGN_OFF]\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@HaulCargo_AtoB_desc,Covalex_HaulCargo_AToB_desc_01,247250,,true,false,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""32d25a8fa1b9""]",,"{""location"":[{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Interstellar"",""CargoGradeToken"":""@HaulCargo_CargoGrade_Bulk"",""ReputationRank"":""@RepStanding_TransportGuild_Rank4"",""MissionMaxSCUSize"":""@FreightElevator_32SCU""}","{""guid"":""197422cb-cf00-4bbf-910b-67323b48a939"",""name"":""Experienced"",""minReputation"":27750,""nameKey"":""RepStanding_TransportGuild_Rank4""}",,,false,false,
4bcb1d50-1620-4789-9ec7-7adde14f6436,HaulCargo_AToB_Gas_Hydrogen_Interstellar_BulkGrade2,,Hauling - Interstellar,,Experienced Rank - Direct Large Cargo Haul,@Covalex_HaulCargo_AToB_title,"Hey,\n\nAny interest in doing the Stanton leg of an interstellar run? \n\nThere’s a haul of <EM4>Hydrogen</EM4> waiting in containers <EM4>32 SCU</EM4> or smaller to be picked up from a freight elevator at <EM4>[LOCATION]</EM4> and delivered to a freight elevator at <EM4>[DESTINATION]</EM4>. No need to take it any further than that. I’ve got someone else lined up to run it through the jump to its final destination. \n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nThanks in advance for ensuring prompt service,\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@Covalex_HaulCargo_AToB_Stanton_Interstellar,Covalex_HaulCargo_AToB_Stanton_Interstellar,698750,,true,false,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""32d25a8fa1b9""]",,"{""location"":[{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Interstellar"",""CargoGradeToken"":""@HaulCargo_CargoGrade_Bulk"",""ReputationRank"":""@RepStanding_TransportGuild_Rank4"",""MissionMaxSCUSize"":""@FreightElevator_32SCU"",""Item"":""@items_commodities_hydrogen""}","{""guid"":""197422cb-cf00-4bbf-910b-67323b48a939"",""name"":""Experienced"",""minReputation"":27750,""nameKey"":""RepStanding_TransportGuild_Rank4""}",,,false,false,
9b7ed89b-89de-4c18-9c63-19704aeaa114,HaulCargo_AToB_Gas_Oxygen_Interstellar_BulkGrade,,Hauling - Interstellar,,Experienced Rank - Direct Large Cargo Haul,@Covalex_HaulCargo_AToB_title,"Hello,\n\nNeed a contractor for a simple cargo haul going from a freight elevator at <EM4>[LOCATION]</EM4> to a freight elevator at <EM4>[DESTINATION]</EM4>. At most the containers will be <EM4>32 SCU</EM4> in size. \n\nAlso, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along. \n\nAny chance you’re available to take care of it for us?\n\n[SIGN_OFF]\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@HaulCargo_AtoB_desc,Covalex_HaulCargo_AToB_desc_01,154250,,true,false,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""32d25a8fa1b9""]",,"{""location"":[{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Interstellar"",""CargoGradeToken"":""@HaulCargo_CargoGrade_Bulk"",""ReputationRank"":""@RepStanding_TransportGuild_Rank4"",""MissionMaxSCUSize"":""@FreightElevator_32SCU""}","{""guid"":""197422cb-cf00-4bbf-910b-67323b48a939"",""name"":""Experienced"",""minReputation"":27750,""nameKey"":""RepStanding_TransportGuild_Rank4""}",,,false,false,
d0abb32c-aaff-487d-a4d2-f3113d187bd2,HaulCargo_AToB_NonMetal_Carbon_Interstellar_BulkGrade,,Hauling - Interstellar,,Experienced Rank - Direct Large Cargo Haul,@Covalex_HaulCargo_AToB_title,"Hey,\n\nAny interest in doing the Stanton leg of an interstellar run? \n\nThere’s a haul of <EM4>Carbon</EM4> waiting in containers <EM4>32 SCU</EM4> or smaller to be picked up from a freight elevator at <EM4>[LOCATION]</EM4> and delivered to a freight elevator at <EM4>[DESTINATION]</EM4>. No need to take it any further than that. I’ve got someone else lined up to run it through the jump to its final destination. \n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nThanks in advance for ensuring prompt service,\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@Covalex_HaulCargo_AToB_Stanton_Interstellar,Covalex_HaulCargo_AToB_Stanton_Interstellar,138250,,true,false,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""32d25a8fa1b9""]",,"{""location"":[{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Interstellar"",""CargoGradeToken"":""@HaulCargo_CargoGrade_Bulk"",""ReputationRank"":""@RepStanding_TransportGuild_Rank4"",""MissionMaxSCUSize"":""@FreightElevator_32SCU"",""Item"":""@items_commodities_carbon""}","{""guid"":""197422cb-cf00-4bbf-910b-67323b48a939"",""name"":""Experienced"",""minReputation"":27750,""nameKey"":""RepStanding_TransportGuild_Rank4""}",,,false,false,
959e1275-4bbd-43f5-b3c2-43b4150cc25e,HaulCargo_AToB_NonMetal_Silicon_Interstellar_BulkGrade,,Hauling - Interstellar,,Experienced Rank - Direct Large Cargo Haul,@Covalex_HaulCargo_AToB_title,"Hey,\n\nAny interest in doing the Stanton leg of an interstellar run? \n\nThere’s a haul of <EM4>Silicon</EM4> waiting in containers <EM4>32 SCU</EM4> or smaller to be picked up from a freight elevator at <EM4>[LOCATION]</EM4> and delivered to a freight elevator at <EM4>[DESTINATION]</EM4>. No need to take it any further than that. I’ve got someone else lined up to run it through the jump to its final destination. \n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nThanks in advance for ensuring prompt service,\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.",@Covalex_HaulCargo_AToB_Stanton_Interstellar,Covalex_HaulCargo_AToB_Stanton_Interstellar,154250,,true,false,3b2f7882-73cc-41a4-9dce-f188d927e905,"[""32d25a8fa1b9""]",,"{""location"":[{""guid"":""34ff378f-faee-47bb-b5fe-f505e665c5ca"",""name"":""Stanton"",""navIcon"":""Star""}]}","{""CargoRouteToken"":""@HaulCargo_CargoRoute_Interstellar"",""CargoGradeToken"":""@HaulCargo_CargoGrade_Bulk"",""ReputationRank"":""@RepStanding_TransportGuild_Rank4"",""MissionMaxSCUSize"":""@FreightElevator_32SCU"",""Item"":""@items_commodities_silicon""}","{""guid"":""197422cb-cf00-4bbf-910b-67323b48a939"",""name"":""Experienced"",""minReputation"":27750,""nameKey"":""RepStanding_TransportGuild_Rank4""}",,,false,false,
